279.48	50
280.011	36
280.543	44
281.074	42
281.605	38
282.136	38
282.667	44
283.198	46
283.729	38
284.26	46
284.791	40
285.322	48
285.854	40
286.385	42
286.916	36
287.447	42
287.978	48
288.509	44
289.04	44
289.571	38
290.102	38
290.633	48
291.164	40
291.696	36
292.227	42
292.758	48
293.289	42
293.82	44
294.351	44
294.882	44
295.413	52
295.944	48
296.475	42
297.006	38
297.537	36
298.068	42
298.6	42
299.131	48
299.662	50
300.193	38
300.724	54
301.255	42
301.786	44
302.317	42
302.848	40
303.379	40
303.91	38
304.441	42
304.972	46
305.503	48
306.034	44
306.565	48
307.096	42
307.628	44
308.159	42
308.69	46
309.221	44
309.752	44
310.283	44
310.814	54
311.345	40
311.876	50
312.407	48
312.938	44
313.469	46
314	42
314.531	44
315.062	34
315.593	36
316.124	42
316.655	42
317.186	44
317.717	36
318.248	48
318.779	40
319.31	42
319.841	48
320.372	44
320.903	52
321.434	40
321.965	50
322.496	38
323.027	42
323.558	48
324.089	44
324.62	46
325.151	44
325.682	42
326.213	30
326.744	36
327.275	44
327.806	44
328.337	40
328.868	42
329.399	46
329.93	38
330.461	44
330.992	48
331.523	38
332.054	44
332.585	44
333.116	54
333.647	42
334.178	50
334.709	44
335.24	42
335.771	42
336.302	44
336.833	50
337.364	42
337.895	42
338.426	46
338.957	46
339.488	40
340.019	42
340.55	44
341.08	48
341.611	46
342.142	44
342.673	48
343.204	46
343.735	40
344.266	48
344.797	42
345.328	42
345.859	50
346.39	46
346.921	52
347.452	44
347.983	52
348.513	46
349.044	48
349.575	52
350.106	44
350.637	44
351.168	54
351.699	44
352.23	46
352.761	46
353.292	44
353.823	46
354.353	50
354.884	38
355.415	46
355.946	44
356.477	46
357.008	40
357.539	54
358.07	42
358.6	42
359.131	50
359.662	42
360.193	42
360.724	42
361.255	46
361.786	50
362.316	38
362.847	52
363.378	42
363.909	48
364.44	32
364.971	46
365.502	50
366.032	48
366.563	42
367.094	44
367.625	42
368.156	58
368.687	50
369.217	44
369.748	36
370.279	54
370.81	52
371.341	44
371.871	38
372.402	44
372.933	46
373.464	52
373.995	54
374.526	52
375.056	46
375.587	48
376.118	48
376.649	44
377.179	48
377.71	44
378.241	40
378.772	54
379.303	50
379.833	42
380.364	46
380.895	50
381.426	46
381.956	38
382.487	44
383.018	36
383.549	44
384.079	48
384.61	50
385.141	42
385.672	42
386.202	48
386.733	48
387.264	42
387.795	40
388.325	39
388.856	38
389.387	54
389.917	46
390.448	42
390.979	50
391.51	48
392.04	42
392.571	44
393.102	40
393.632	40
394.163	50
394.694	48
395.224	42
395.755	48
396.286	50
396.816	70
397.347	88
397.878	156
398.408	200
398.939	184
399.47	210
400	212
400.531	216
401.062	192
401.592	206
402.123	180
402.654	204
403.184	212
403.715	214
404.246	204
404.776	232
405.307	228
405.837	222
406.368	186
406.899	198
407.429	208
407.96	238
408.491	200
409.021	192
409.552	166
410.082	150
410.613	130
411.143	110
411.674	100
412.205	94
412.735	98
413.266	92
413.796	86
414.327	82
414.858	82
415.388	98
415.919	76
416.449	76
416.98	62
417.51	64
418.041	78
418.571	70
419.102	64
419.632	52
420.163	56
420.694	46
421.224	58
421.755	48
422.285	54
422.816	50
423.346	46
423.877	52
424.407	48
424.938	46
425.468	48
425.999	58
426.529	44
427.06	54
427.59	52
428.12	46
428.651	62
429.181	54
429.712	46
430.242	40
430.773	52
431.303	48
431.834	44
432.364	44
432.895	54
433.425	46
433.955	60
434.486	52
435.016	46
435.547	52
436.077	50
436.608	46
437.138	50
437.668	48
438.199	48
438.729	58
439.26	52
439.79	50
440.32	46
440.851	60
441.381	44
441.911	64
442.442	50
442.972	60
443.503	50
444.033	50
444.563	52
445.094	52
445.624	40
446.154	58
446.685	50
447.215	58
447.745	64
448.276	46
448.806	44
449.336	52
449.867	58
450.397	48
450.927	52
451.457	56
451.988	42
452.518	56
453.048	54
453.579	52
454.109	44
454.639	60
455.169	48
455.7	44
456.23	58
456.76	54
457.29	54
457.821	52
458.351	56
458.881	50
459.411	52
459.942	56
460.472	42
461.002	52
461.532	50
462.063	54
462.593	44
463.123	54
463.653	54
464.183	60
464.714	36
465.244	56
465.774	46
466.304	60
466.834	48
467.364	52
467.895	60
468.425	48
468.955	50
469.485	46
470.015	54
470.545	60
471.075	66
471.606	50
472.136	48
472.666	51
473.196	54
473.726	52
474.256	54
474.786	50
475.316	50
475.846	50
476.377	52
476.907	62
477.437	56
477.967	52
478.497	54
479.027	52
479.557	40
480.087	50
480.617	56
481.147	62
481.677	52
482.207	52
482.737	60
483.267	62
483.797	62
484.327	64
484.857	62
485.387	58
485.917	66
486.447	54
486.977	64
487.507	62
488.037	60
488.567	70
489.097	68
489.627	66
490.157	76
490.687	86
491.217	82
491.747	96
492.277	96
492.807	92
493.337	106
493.867	122
494.397	106
494.927	140
495.456	142
495.986	148
496.516	170
497.046	156
497.576	190
498.106	216
498.636	224
499.166	260
499.696	286
500.225	296
500.755	326
501.285	370
501.815	392
502.345	452
502.875	496
503.405	564
503.934	604
504.464	692
504.994	756
505.524	840
506.054	992
506.583	1014
507.113	1134
507.643	1302
508.173	1412
508.703	1508
509.232	1640
509.762	1860
510.292	2000
510.822	2210
511.351	2534
511.881	2722
512.411	2918
512.941	3166
513.47	3618
514	3860
514.53	4244
515.06	4570
515.589	5096
516.119	5582
516.649	5888
517.178	6528
517.708	7256
518.238	7632
518.767	8166
519.297	8806
519.827	9328
520.356	10006
520.886	10466
521.416	10820
521.945	11186
522.475	11654
523.005	11890
523.534	12260
524.064	12390
524.593	12500
525.123	12630
525.653	12652
526.182	12462
526.712	12380
527.241	12228
527.771	11956
528.301	11710
528.83	11360
529.36	11008
529.889	10742
530.419	10202
530.948	9908
531.478	9402
532.007	9164
532.537	8624
533.066	8182
533.596	7718
534.125	7206
534.655	6912
535.185	6528
535.714	5948
536.243	5658
536.773	5348
537.302	5120
537.832	4836
538.361	4464
538.891	4224
539.42	3860
539.95	3650
540.479	3442
541.009	3278
541.538	3002
542.067	2862
542.597	2648
543.126	2584
543.656	2398
544.185	2270
544.714	2146
545.244	1956
545.773	1820
546.303	1732
546.832	1654
547.361	1544
547.891	1442
548.42	1334
548.949	1294
549.479	1170
550.008	1108
550.537	1096
551.067	1042
551.596	968
552.125	944
552.655	874
553.184	868
553.713	780
554.242	780
554.772	714
555.301	682
555.83	644
556.359	662
556.889	626
557.418	600
557.947	562
558.476	524
559.006	524
559.535	498
560.064	454
560.593	452
561.122	454
561.652	426
562.181	394
562.71	394
563.239	378
563.768	376
564.297	364
564.827	370
565.356	348
565.885	310
566.414	302
566.943	326
567.472	282
568.001	306
568.53	286
569.06	288
569.589	268
570.118	264
570.647	260
571.176	260
571.705	250
572.234	240
572.763	244
573.292	244
573.821	228
574.35	234
574.879	220
575.408	222
575.937	208
576.466	232
576.995	212
577.524	210
578.053	200
578.582	198
579.111	184
579.64	208
580.169	198
580.698	206
581.227	192
581.756	190
582.285	188
582.814	170
583.343	174
583.872	184
584.401	196
584.929	178
585.458	170
585.987	166
586.516	188
587.045	180
587.574	182
588.103	176
588.631	170
589.16	182
589.689	174
590.218	176
590.747	182
591.276	178
591.804	172
592.333	182
592.862	164
593.391	170
593.919	154
594.448	172
594.977	174
595.506	184
596.035	166
596.563	170
597.092	162
597.621	164
598.149	168
598.678	186
599.207	164
599.736	186
600.264	174
600.793	180
601.322	190
601.85	174
602.379	180
602.908	170
603.436	180
603.965	186
604.494	176
605.022	184
605.551	166
606.079	184
606.608	190
607.137	172
607.665	174
608.194	180
608.722	182
609.251	200
609.779	204
610.308	192
610.837	186
611.365	200
611.894	188
612.422	194
612.951	190
613.479	200
614.008	196
614.536	184
615.065	208
615.593	208
616.122	196
616.65	200
617.178	192
617.707	210
618.235	218
618.764	196
619.292	214
619.821	212
620.349	220
620.877	222
621.406	206
621.934	218
622.463	214
622.991	238
623.519	240
624.048	224
624.576	216
625.104	218
625.633	234
626.161	230
626.689	230
627.218	252
627.746	242
628.274	240
628.802	220
629.331	220
629.859	236
630.387	234
630.916	252
631.444	258
631.972	234
632.5	240
633.028	264
633.557	236
634.085	246
634.613	244
